running_variable,assignment,outcome
-0.6158260352879517,0,-0.28270648333596143
0.12596012120389677,1,7.151105563244664
-0.264367497837928,0,-0.381623039562607
0.011555750092123729,1,3.291453976211593
0.24151568356678776,1,5.202593085967434
0.7871996373640222,1,7.363621773788517
-0.6154146643454386,0,-1.1579723142264204
-0.8259868258878793,0,-1.9820740345756378
0.2544238380907049,1,5.737775078884164
-0.211738302454747,0,-0.8871638150770105
-0.6741946134140229,0,-0.04169652721463202
-0.7658256652903106,0,-0.8722743818087983
0.11781957374805963,1,5.730105635848492
-0.39905881094360884,0,-1.1819464258118195
0.9948527591719558,1,8.287868669787816
-0.18819836133857204,0,0.44056879232916607
-0.5754267824696346,0,0.6126691029655539
0.2576980902345556,1,6.475271641754
-0.5114902206189862,0,-1.1804253936039282
-0.011827913537677759,0,1.8586016825327207
-0.034847632557985175,0,-0.4947620402602959
-0.09288474056852558,0,-0.555907223896944
0.5921713925391499,1,8.148342021066735
-0.5667739970676322,0,0.9783053746613601
0.8086146101409402,1,8.690893395715635
0.5826810064270687,1,5.795147982246227
-0.3337552715133525,0,0.4349181210513037
-0.638794987439723,0,0.24976477187291735
-0.44092995098651744,0,0.10594453143307075
-0.3347275061818433,0,-0.4155910330595911
0.11386633761409337,1,4.331647977348138
-0.9072636623726997,0,-0.6006650919164499
0.8287182597041063,1,5.590576677745908
-0.802650286677778,0,-1.7001640657224086
-0.44145321179993036,0,0.510665587554732
-0.7814251240940668,0,-0.658009599673749
-0.4866543469486797,0,0.9638975766843259
0.6753476372176168,1,5.9257838643523915
0.23035162276648458,1,4.8794472955574335
-0.5453535498210387,0,0.33284629639339364
0.7435170595986753,1,5.675009244643523
0.6014241184369695,1,5.544720511317253
0.5072985646431611,1,5.396142738906907
0.6952653967714257,1,6.180828687247298
0.23929936303663024,1,7.251035269369162
0.002874720422464616,1,3.628960615887772
-0.2521299476572212,0,1.7912476868030165
-0.5524719591846032,0,0.6328428379207104
0.11482331529378964,1,6.796625477957572
0.7789846914281766,1,9.694655431178626
0.18796357798465002,1,6.807380176757156
0.8392137234412735,1,7.604094394790408
-0.2861652608136729,0,-0.8848268732523636
0.3902759450549953,1,4.594329628598947
0.29733094492528234,1,5.954852074215787
0.34086768812548374,1,3.9836592283314034
0.2900840244815852,1,6.195607300254389
-0.5566906501257665,0,-2.2483031910125444
-0.7128182034337021,0,0.7265969786972113
0.9572565124641172,1,6.592812712994636
-0.9094097423149976,0,-0.6922225391598062
-0.06452702594345938,0,0.1225736516925987
-0.1498393657162762,0,-1.1982051416551247
-0.27996208356984753,0,1.6747711120545667
0.563967707153419,1,7.463636809261553
0.49070057662503186,1,5.629913388046365
0.8104498470598807,1,7.282829258853769
-0.20902494762615564,0,0.1910586845372848
0.12835905585891938,1,5.545207955984085
0.7846140946842413,1,7.3283673882885925
0.9876961257107688,1,7.5304771759954106
0.9385887247307099,1,8.218147062870765
0.43568774253746834,1,6.390256160780273
-0.7135448843796408,0,-0.39900515172068635
-0.9536279764139468,0,-1.6686749207053158
0.6504367128058837,1,5.822368045287846
0.6818840489836508,1,7.173819494692318
0.49272181652693914,1,4.48361711413976
-0.44015302800155975,0,1.225501247409677
0.2796357191970533,1,5.278127712379574
-0.36750311636945154,0,-0.553612137146793
-0.09870350779815062,0,-0.2961311923777685
-0.23512983003897903,0,1.204108125570429
0.8272801735801112,1,6.639918993356904
-0.5316853385122489,0,1.5253945462053222
0.1552218091475004,1,4.0473679677690795
-0.2780369419322817,0,-0.13423750692642633
0.3261422238284515,1,5.56006328952949
0.12912628235494994,1,4.506395820739966
0.847955362731881,1,6.702029389605564
-0.7967756965975736,0,-0.2740506267796282
-0.5587183204864732,0,0.367047598156794
0.5326959276621117,1,7.571558986208685
-0.2624263202103132,0,-0.8283250692022068
-0.6684324275425522,0,0.0008954648502064178
0.006642518490775462,1,4.366342217393385
0.30428412322277243,1,6.03858162646913
-0.9103465716930028,0,-0.38936095703295864
-0.4167562212651106,0,-0.8204318257625525
0.6188450753920858,1,5.336537808150084
0.040489133220388496,1,5.592621329910352
-0.92924156965336,0,-0.8350786285625895
-0.4360979894505983,0,-0.09181781963280089
0.27828131195884276,1,6.214549453692658
-0.6012810608439505,0,0.5291563541742307
0.6547828124388286,1,5.779935512175954
0.35315181416732844,1,4.8542504906921575
-0.057241878104413724,0,-0.37640273304646943
0.8312475621335698,1,6.695949244468625
-0.2163984581506766,0,-0.8559571934499179
-0.5298531788718295,0,0.03972210048537511
0.32280598505340174,1,6.862448761531243
0.14659037494029703,1,4.93972097959431
-0.3295041981375497,0,-0.1952126768152631
-0.3126708773520457,0,2.3725030189230534
-0.20357938273179643,0,2.102543053724053
-0.41772286504126144,0,-0.600043600637937
0.42048281272184496,1,5.979978806502666
0.3027168101024107,1,5.934111862552904
-0.11844469490721465,0,0.9667710329117489
-0.20429064844152567,0,2.4060921508297364
-0.2698974612805898,0,0.5474349698582408
-0.43306335721549294,0,0.371108161200031
-0.8286066736858813,0,0.031448947774653346
-0.4635906289549989,0,1.2627384581376695
-0.3575973026138699,0,1.221704589076366
0.09536801253068661,1,5.728820811373012
0.5475770181560995,1,4.53645423091829
-0.2085957103319367,0,0.09467085527770064
0.8895138117041836,1,7.598448830613639
0.6546999268823248,1,6.559798551043955
0.9696036957674903,1,7.765336025357932
0.7524060820829634,1,8.391978225837175
0.23345189861875837,1,4.289940592178192
0.19695857563343777,1,6.531827326071459
-0.7409477464915659,0,-0.812258955476763
0.4447984977831354,1,6.824946814841002
0.20041371518534268,1,5.359606687002568
0.013864206791969425,1,7.154732952476934
0.3865737451145772,1,5.903234426490893
-0.1119043143240126,0,0.13567714699599442
0.04771932481657237,1,5.515313272424913
-0.20329539039348732,0,0.9173519999312953
0.43474178674137964,1,7.007580667593206
0.7532219410957763,1,6.9544966807964785
0.6816898782652052,1,8.838444395699714
0.5720505440989376,1,6.032696952795602
-0.9724245909108982,0,-1.0444691316022705
0.8237609277549187,1,6.043635805456783
-0.4502485585532121,0,0.1851712212477528
0.7759478859267519,1,6.782954892936457
-0.606063793821247,0,0.06908294231338347
-0.12070849715052545,0,0.8257706811929483
0.4987975886538274,1,5.387773960580357
0.2805578905543451,1,4.6794506530263345
-0.1681561239411402,0,0.28851402728216324
0.35724771348055673,1,6.856033087196226
0.097899020093279,1,6.552597725678037
-0.44852738672893544,0,0.0259806901016941
0.29265889099427955,1,4.643734815521134
-0.5915058273109532,0,-0.2641852649386976
0.38797656851833096,1,7.867618572306742
-0.9937782447535144,0,0.0114113458095918
0.09754502752353944,1,5.745832746579626
-0.197864744887718,0,1.5669554272771333
-0.3937924523961054,0,1.752981706549102
0.03141593446927504,1,3.9099656673914307
0.29062326507177616,1,5.18920666144643
0.9306245324269298,1,6.332527432017044
0.6661289797761953,1,6.919372356623374
0.43429976616762156,1,6.02871042297484
-0.0420661766417072,0,1.6721789374059937
-0.2157117606712915,0,0.06168912879019417
-0.9349406908280056,0,0.5020706690231456
-0.28180619388190364,0,0.367053904086891
0.6967542773452331,1,7.0880541066486495
-0.23195083604742006,0,1.7315048268280997
-0.0768300018757071,0,1.9614643117435542
-0.4563311519501905,0,0.44816610450141564
-0.4517344823732665,0,0.9158779416360122
-0.8762564782165032,0,0.9891477075392803
0.2276078512396016,1,5.968816936453899
-0.10386119390930726,0,0.06263121011980555
0.21192161498158923,1,6.006893960927064
0.09377380005770553,1,5.150266382095821
0.5976891745943496,1,3.8473772147843555
0.5020238246229454,1,6.466045672948983
0.5429077062757588,1,6.202466062567124
-0.001521986116648888,0,2.1533737992641404
-0.292237297292139,0,-0.33456825207258434
0.8668731810659056,1,5.228036699752503
-0.8914604525668921,0,-0.6142400457232747
-0.6947573842995394,0,-0.00933738099363246
-0.16080181564672058,0,0.7722293140921277
0.22791530513602232,1,5.476539293957448
-0.9835992503865567,0,-2.0359254549794397
0.4386456386222839,1,5.738374140269645
0.11745308557982947,1,4.886500341655244
-0.0305944826461495,0,2.011519775475141
-0.15300992234426358,0,1.073305519342087
0.03897406348124899,1,4.799951005217303
-0.6764285310365048,0,1.371027814349756
-0.782576521446035,0,-0.8340607191070792
-0.42072504249632314,0,0.7163366388935168
0.41900958397064936,1,5.671097834352016
0.1765757676709927,1,6.984304050369989
-0.03975396476197468,0,1.0073518462896616
0.1430419317919207,1,5.402498091474515
0.11851602607868639,1,5.097161693384659
-0.38591614902014926,0,0.4246796279609162
-0.8050881055105483,0,0.5893616276268128
0.7935647373261012,1,7.432973319336891
0.19982252524782917,1,5.42772123161183
0.3954959993617033,1,7.49231710518006
-0.07200555126608976,0,1.7289745388103896
0.5129611599531252,1,5.587741200708901
0.16899452795733438,1,3.957640702180731
-0.8923977558056195,0,-1.1998093134078092
0.7801940707873822,1,6.973736920125017
-0.38892770642422625,0,0.8193449577829742
-0.724218445157329,0,0.910700792987361
-0.8239179845913684,0,-1.742381944301737
0.44088062768422165,1,5.442605921421634
0.4079367336087196,1,4.638230797342927
0.40032424962654134,1,4.461849287673637
0.8315055453631319,1,6.035192344772946
