treatment,mediator,outcome
1,1.1234111251824896,1.166819608070471
1,1.3724986813216955,2.7010562396546227
1,0.467324470982013,2.1960497196362327
0,-1.253766331991023,-2.011657554232308
0,0.22857208632752485,0.42215322399689126
0,-0.7758714994462428,-0.31188679238664335
1,2.73237920001729,3.0223995286878793
0,-1.4623857318673907,-1.4149558155270574
1,1.9863532058246964,2.9230095213036686
1,0.4942607611829708,1.0879177322410607
1,0.6795515332279164,1.4350165623732842
0,0.5391120652520308,0.8375071026135854
0,-0.6758804361079085,0.33631717627710533
0,-0.5157840675199001,-0.1436351177449111
0,-0.8121583635515687,-0.5829844431339992
0,1.7850297916134417,1.169825090960368
0,-0.6174863110800096,-0.9992890691895359
1,1.5515522174327632,2.7960308946966856
0,-0.20191360028107427,-0.23825580578830174
0,0.2214170617242611,0.7524852867127733
0,-0.6147369469659352,-0.656565496570479
0,-0.20081723454165015,-0.48529811831382574
0,0.39395200899393523,0.5255610516089062
0,-0.8630071380029918,-0.7286736800365936
1,2.589321356628154,2.4686927829971546
0,1.1854805190416324,1.85706858012423
1,2.1064926261587393,2.3717022140411723
0,0.06987638359648339,0.5196968674642936
1,-1.490601448204536,0.22844715613461197
1,1.9242911326544627,1.9097015236663921
1,1.1086695947711356,1.3857418535086663
1,1.2537255885824603,1.8522258010159045
0,-1.8973773305228165,-1.9507251367074117
0,0.4935884858741925,1.2580989746386981
0,-1.4485810468269544,-1.2589526558608193
0,0.11842454599139433,0.5396141582001496
0,0.9046574819098411,0.9805446800279749
1,1.030671818682448,1.9565486794441351
0,1.2160517252284404,0.9930019855525463
0,-0.7469903782071803,0.020973051328604275
0,0.6004330767310017,0.06779997471729299
1,0.1952142485414725,2.0193390540614713
1,2.5311304346805237,2.3812927574923712
1,2.37599038257929,3.2915481688746437
0,0.4683579229637297,-0.3278955915989076
0,-0.39328413661381123,-0.4724800854045289
1,0.09799937657188806,1.1250544702879939
0,-0.3906403152194575,-0.555859926590323
1,2.6103071757481224,2.997410955790053
0,0.12996187156911543,-0.5895157267101043
0,-1.5530369295124498,-1.7361547779717357
1,0.37527236058005875,1.5493502420619882
1,2.7531514008522797,3.2173570331705466
1,1.9879127521278857,2.2450661887915553
0,-1.2340001207399278,-0.3250612150271066
1,-0.26583149617459356,0.17736935306521717
0,-0.6250421346000665,-0.6808289406120847
0,-1.8513587079899194,-1.7339151054811714
0,-0.1558344900070006,0.18285122187492175
1,3.951625371836304,4.185382143037641
1,-0.09695607569917186,0.868352516173364
0,-0.18602566320621514,-1.0709288824985916
1,2.811926575331251,3.6820585005810473
0,0.7490878583000953,0.49035737922420775
0,-0.1487407147991379,-0.06116206303410035
1,1.3536513298318031,1.708639453818504
1,0.3440902175754208,0.8223577926518002
1,1.2323442299944465,2.7355192632334004
1,1.74344071424013,1.5081332822608975
0,1.1051135432740902,0.3569913207278863
1,0.879824376485244,2.444105577522736
1,1.3101648719365375,2.368505088048557
0,-0.9492134807566824,-0.9221020504765558
1,1.7253251795405051,3.003558300776731
1,2.2837794503089635,3.050453618445175
0,0.6296480134298948,0.6200484567311256
1,0.32981292455764466,1.3766313481973247
0,0.14686320945641482,0.3501096761723787
1,0.8226874717498117,1.910996228048576
0,1.0110500156528335,1.9068265389702452
1,1.338687277226462,1.9735034159448341
1,-0.019513338241083922,0.902365735333031
0,-0.21980270560773324,-0.7942887582715435
0,0.4584725691988813,0.34082936194859603
1,1.7440060631427994,3.326648300286649
1,0.98820398634802,2.2828056902957443
1,0.9147266101288538,1.4599474161654191
0,-0.9875043982163164,-0.7749828363124107
0,-0.39474962033530625,-0.9640188840607423
1,0.6443210334741973,1.0308971546302046
1,2.470085986177315,3.050789365248711
0,-0.9011373907316165,-0.9681372139955197
1,1.622284462362201,1.7755276752005518
0,0.05430390332633274,0.2883635050300123
0,0.9456674478849113,0.7154089149812672
1,2.589368288958371,2.287719445321177
0,0.6959699432813283,-0.4807975284588314
0,0.3529283432901299,-0.0026630746550231343
1,0.45135385390594207,0.5669505114039896
0,-1.0688700877382575,-1.7895517734259332
1,0.654309180235051,2.0879319448890836
1,2.2519209996279153,2.752681354769686
1,1.573329928250636,2.1259407534877575
0,0.8686572407355625,0.6007228845130754
0,1.002802734320083,0.23332611205958143
1,0.7740480997007521,1.8247265622676858
0,0.03207432755718716,-0.03969070132052052
1,1.4870063213164098,1.8109007290634218
1,1.1722123103757849,1.633955506038128
0,-0.5348428545247115,-1.041603640225917
1,2.684755503411057,2.944682966277928
1,1.5519717267155009,2.1217634409811437
0,0.013144788559767907,-0.20562583371716772
0,-0.8027776748685957,-0.6146448612240835
1,2.1752124304135045,2.7009140919499255
0,-1.005107500838015,-0.6887017313381084
0,0.45490552884468227,0.8354729415365431
0,0.48222936005516237,0.6822952266506703
0,-0.4125150493235687,0.14728288079631285
1,1.8176520811831798,2.0302545500334293
1,1.685669559044487,2.094228200191261
1,1.4606393751898503,2.4953098421248643
1,1.5129439801452325,2.5460940198322293
1,1.5617818231935212,1.910115149786376
0,0.1299116726720489,0.4097213010285104
0,0.06024203134370691,-0.4235724332480054
1,0.39613580978785823,1.5574365099011833
0,-0.15221095100560478,-0.13491686123730434
1,1.764948601196872,1.7197410790043293
0,0.09728872853929155,-0.13920592804827026
1,2.4537502593951386,4.054134112363858
1,2.1200865894994543,2.797459453002061
0,-0.8704095350531359,0.4538973603166212
0,-0.16662710805439485,-0.8552649513810341
0,-0.3113366534471879,0.12630157357417077
0,-0.004348486627184031,-1.270646885205305
0,-0.002981399838699799,-0.002502862328351426
