x1,x2,treatment,outcome
-0.41509133672532883,-0.4000574338825259,0,0.5021673350657939
0.7051486589381768,-0.05510144973232095,1,3.5932196757352557
0.2353171684846372,-0.9023171545945426,0,1.1897500461214077
0.05650767442926739,-0.3330397757389188,1,-0.37531823520610774
1.5583499601419777,-0.36663387866893304,1,4.505446098776618
0.6623061423683021,-0.6353053696216646,0,-0.03021994682626361
-0.6903518661262891,0.1367465026484631,1,2.8302473905573295
-0.08586390079776185,-0.3239808507005772,0,1.1584181554327246
-0.07589878507966005,0.5022347203519739,0,0.32077540776339575
0.08031957262521117,-1.6223206132937653,1,2.3582538471138363
2.524509276607495,-0.11335479410729969,1,7.479194599617909
0.37085189271099683,0.13155164017749568,1,2.735925823134639
-2.035902570104776,-0.31062923983688057,0,-0.8304234745948107
-0.5427989717169651,-0.17239269980923128,0,-0.9834537700925552
-1.9323720874958086,-1.5852460107298574,0,-4.381275890163508
-0.3297982570458398,0.35647710466949206,1,2.656356886751177
-1.9873102297264285,0.6476059825670705,0,-2.8166712896783
-0.871590471068428,0.49353729420376685,1,1.1727839045552655
-1.5207215296341199,1.038727059442183,0,-0.04066622284652377
0.38416017796747753,0.20152960578250198,1,2.7566828037944884
0.0005393626288786419,0.47868118065093707,1,0.6887361954887603
0.3029623074987311,0.1560907384568524,0,0.9466354398627752
-0.1045513885685264,0.6875507195924941,1,1.6969199137688111
-1.3942977502044178,-1.577229636132122,0,-2.4879591769177782
0.5135213692547353,-0.8935809679780109,0,0.7516069953259399
1.9222245602694528,1.586899657033091,1,7.624256914197174
0.40921257860654675,-2.4604358220962053,0,-0.44699748897444713
-0.425924599317566,-0.14017792982534394,1,2.3392150408214407
-1.4280671761054449,1.1722749596080682,1,0.12662244339057416
-0.9080669707599652,-0.09326066554176463,0,-0.632722492682857
0.45303965657205886,-0.4050110714506975,0,2.3240019170578208
1.0731180267993747,0.1294216768153004,1,3.024564473014536
0.2608661747219758,-0.35312018000244655,0,1.9085414098081046
0.7998872897059831,0.03084949275693916,0,0.6751604375631954
0.7076782440272429,-0.6833810365201296,0,-0.33715870822521365
0.5065343913859176,1.1086744199557241,0,1.9429415663982939
-0.6584735952612559,1.423264921065661,1,2.8668119600894544
0.17392351197515246,-0.13339032211162255,1,3.065923134245695
-0.8483778038821382,-1.3864894206912433,0,-3.343520663149404
0.01742895295810179,-0.5238431703133952,1,2.041608990440727
0.3308635310669119,-0.18398866010296422,1,1.663549797034491
1.6787838073868548,0.5055388769032081,1,3.4336845565322713
-1.3097319743676321,-1.008013223170678,0,-3.699744855620775
0.4815076309913054,-0.7691623186421507,1,1.3560312256174192
1.4812365916235948,0.5106761378588074,1,5.151990958074945
0.7588477658387964,0.9389088320395578,1,5.0416123774585095
0.8329454428250415,-0.6215940451706841,1,1.2789362982257482
0.5876949018678121,-1.3332170539509958,0,0.16692978384897728
1.2983344897754168,3.284118201287884,1,5.398098109922526
-1.087478168112368,0.7833042370887136,1,1.6245115465164193
-1.3859266659702465,-0.2670037617670317,0,-2.915223589372743
-0.006334140465255962,0.8690312755308401,1,1.634394791703509
-2.16116210357171,-0.1244566297144221,0,-2.5416439437815277
1.2306458041780113,0.8671568891001863,1,3.952771612102071
1.2207151954954414,0.15939319777622218,1,3.6426234001114413
-0.4333505550845262,0.09127189816757326,1,-0.7969974016491068
-0.37077059666050965,-0.11358186823078863,1,2.299529971848078
-0.07234747515067134,-1.4473813334630898,1,1.554482241672628
0.05202065043961975,1.9380948993931397,1,3.633964739455256
0.1271739191942854,-0.9415339202677434,0,-2.090047198778526
0.5582321068783032,-1.3600235763105946,1,2.9586984776037424
-0.17262635300847812,-0.2128598827563673,1,0.9045091779213978
0.943193303477794,-0.9614718135105067,1,2.1922590543076974
0.4459477771253033,-0.05171279056027103,1,4.939595489599268
-0.6069634458726355,0.6877638485617686,1,0.9361294659312321
1.3351126678040974,0.995302900529223,1,5.541121284556025
-1.358256986122487,0.8147307216216817,0,-0.8235086398037675
-0.09216581082147648,-0.3056320547856803,0,0.0074178328193261756
0.9669174010754679,0.04959182766158583,1,3.772050106296981
-0.7230731049121446,0.40787905089749055,1,1.6180821452389749
0.30955564676715147,-1.7577874239420725,0,-0.6699558780623905
0.543339596999048,0.5705847001198596,1,3.219558796818399
-0.860523867981239,-1.4572992875838315,0,-0.9453421079281816
-0.07247771959403507,2.0403465989064893,1,2.2109001389348606
-0.15650383020921016,-0.40451508464169533,1,2.4630902909882053
-0.5517378518322928,-0.18487517719459123,1,1.8468353791834393
2.3016748520507746,-0.7697070992378554,0,3.5351457200152785
-0.7631063534454757,-0.6299700318556897,0,-0.5316561280126368
1.0049302940678833,2.27409356914324,1,5.234070901148024
-0.39280101688114194,0.9403696886232976,1,0.29412014975004896
-1.0866361888852818,-1.5492024451478383,0,-2.941608899160679
0.1028142431550689,1.5042129006852296,1,2.3663974676562325
0.6490933843875007,1.1932422751414316,1,3.1963746868363327
0.9205095750656788,-0.28121246228828845,0,-0.08662528106452472
1.5622651106550693,0.3066969420298376,1,4.111410361162639
2.9452462899351,-0.014944079421074246,1,5.8092904773823415
0.25051420375559713,1.9725799044469323,1,1.5762653992638391
-0.6630921738253879,-0.7962901889920904,0,-0.931448500649465
0.4528743267948912,0.14601060977572683,1,5.0164418360178
-0.2662129504064916,-0.42814533099280444,0,-0.13559849690769232
0.9259661298522298,-1.4330404046178542,0,0.03959291454983352
-1.2971642963657217,2.191638255054987,1,1.7528177638191917
2.3683345424004374,-1.1815665791024124,1,4.186262682305551
0.8560480947755128,0.2201291874877759,1,3.550217076020448
-1.6840040177961646,-1.7407006063803354,0,-3.955574605871749
-0.7090289023149722,-0.39907053924309327,0,-2.2238482152652272
0.8160810441139388,0.4219688214334575,1,5.244585012265506
1.1763440561714547,-0.8247339795023627,1,1.6175746649455207
-1.2722376272319633,0.586801850735655,0,-0.7205834170651747
0.7130258504329489,-0.26904109188808245,1,2.7531082748214257
-1.9473398726619233,1.1600825123986132,0,-0.0921119840082496
-0.08933586547104598,1.3617609133402233,1,3.2962695317138313
1.1120468421032064,-0.5867447607300117,1,2.8387689173875517
-0.5515157301029804,0.07673285939295683,0,-1.0135945060746023
-1.5069222991380136,0.18345422647223275,0,-2.0737133730094732
0.1462147963775593,0.6193492954346987,1,1.5720109359176975
-0.6047188666354779,0.014381996244265737,0,-1.662442228075716
0.6295583660658355,0.1902109593428422,1,1.3115623473811695
-0.8853264322180604,-0.2434064747951195,0,-2.44569172653728
-0.7726368896531003,0.11523986697201831,0,-0.9728569592415859
-2.0210023208762435,1.2979401935351325,0,-1.6929762772017378
0.16994471105148284,0.6460832412118543,1,0.7924539645503055
-0.16090493827659874,0.701255639443369,1,2.1824354010955966
-1.188384670740071,0.7230703241355783,0,-0.6407107959795114
0.193798713767092,-0.1538087778810355,1,2.0047388549695744
1.027070300644139,0.3188270435795304,0,1.1618784400520326
-0.21556794341894983,-1.0851736783357446,0,-1.6036520028452341
0.26816694982197375,1.268807656316957,1,2.8765331948093045
0.2733112495851642,-2.7829604323432204,0,-2.4531320306048876
-1.2043298271789604,-0.08714839233542518,0,-1.7023899293919325
2.0565858207075958,1.1408959771502742,1,8.305283740517064
-0.4708498301222839,-1.3638679336293416,0,-2.5410690089920824
0.6561162018602708,0.3997799176168511,1,2.9858556042224604
0.7692152772290496,-0.6807664465790269,0,0.5575118192051214
-0.1395951271157517,-0.36880326518886875,0,-1.1917897371830164
0.6067950250596346,0.9459409606394379,1,4.765181109624429
0.24581922181638913,0.1980569258851502,1,0.15628900012626445
-1.417639757227406,-2.0343558678843627,0,-4.285003500527275
-0.33227270125008823,-0.9764255397315984,0,-0.46123574734044914
-0.6125509023540618,0.9753357348887596,1,1.567347925991281
-0.4617450413461271,0.4489427181929976,1,0.8456976536849161
-1.3040031778366379,1.7481355725242844,1,1.8832604457032347
1.12643371674603,1.6826475940132972,1,5.942111885726835
1.601992654613413,-0.3422451301467918,1,4.339828323017744
0.9780029759984087,2.5032378050694883,1,4.668374348240321
1.2705292241471429,0.02447966985191076,1,4.381580891253986
-0.34463483700815617,-0.9626685344090254,0,-1.6891363833142443
-0.6362568349860365,-0.6336398659105773,1,1.2838897366863111
-0.7785870468117115,-2.256725105289419,0,-1.4900017695925114
0.6440649229572226,1.607019008249281,1,1.6461358353467257
0.22706305314414962,1.5947619890438636,1,3.727471644146948
-0.07722171159842571,-1.015507438813321,0,-2.6639724553959225
1.295148544195343,-0.22788428838190591,1,6.20220397091726
0.404941353815343,0.0956075441125776,1,2.215773532216886
-0.8386576375205849,-0.9603530521421138,0,-1.279895656169196
-0.6809088291356948,-1.7551020312711616,0,-2.4607617283153673
0.6819932992541455,-0.21035760377691182,1,2.0516192851406294
1.041732852654597,-0.32107942945924683,0,0.3836826882370713
0.5516802322559695,-0.38841124098877516,1,4.1024705286936936
1.8968887478720813,0.22271606260096463,1,5.979444032067205
1.635007165731419,1.4295196585259922,1,7.539710562795485
0.44103583485076286,-0.3030927196917261,1,2.4745329116804626
-0.8385806594815023,0.17044299872136276,0,-0.8335969689991631
-1.3099875117317676,0.7268705237449358,0,-1.650676414256991
-0.38738174501471484,0.5541429265127487,1,1.5751595205731173
0.753213446416157,-0.6144235244478418,1,1.5963944175885934
1.8266470793119378,0.09637712311403587,1,4.901082508383486
0.41744703441079983,0.5475398201690533,1,2.2749558128652456
1.1687227942312366,-1.1283513375107777,1,3.2923120435024353
-0.24530748618780235,1.263539010796508,0,0.8128801983357126
0.6227691252275499,1.431588905214111,1,4.367106855688335
0.8233568294771724,-0.7227802554444938,0,2.3319409795503896
-1.9795942758525282,0.1936700183481687,0,-2.8521733488658487
-0.41343880237651026,0.6422782566710317,0,0.6503914046254882
0.9497003842778697,-0.5456141563287527,1,5.039568715439383
0.2744683356365649,0.48161384568809446,1,4.1036106493003714
-1.196515048150933,0.16325562629216542,0,-0.5109983727378227
-2.4301223757273562,-1.4679181776388008,0,-5.1262063212225755
-0.3657807453020064,0.4591613159785581,0,0.048300990397633664
-0.07158569289387905,-1.1001424162710358,0,-2.3057687643875893
-0.8839229498283454,0.9392028516620472,0,-0.0756077424484658
0.1430849370279944,-0.6712110751338888,0,-0.04788127695127786
0.5063867472328947,-0.16128543366114506,1,2.653936899076607
0.6706871707262329,1.372278913446575,1,5.1310486750894695
-2.3559189249323222,0.4963816465288452,0,-4.344547892599804
-1.3142850978081202,-1.0794739195745453,0,-1.2001439312114695
-0.30462264835473557,-1.0149165707990837,0,-0.36710254123108643
0.5721731310374635,-0.5993027886237254,0,0.3081834860052408
0.48923401355003554,0.39464408335666606,0,0.9008366991929926
0.4718699478766758,0.35829981493276813,1,3.4750559890098227
-0.3834179419689318,-0.8431023046628692,0,0.2712424753800864
-0.32763343730996075,-1.167209485614359,0,-1.3236100257664176
-0.7283292684217407,0.28158340508583424,0,-0.7231962765847174
0.7681941281058479,-0.18186006579016192,1,3.024921617152513
-0.9204887877395782,2.1572158874477374,1,4.127063641050295
0.8500363951895699,0.03660365656307895,1,2.9354544150977944
0.20785323813764608,1.8142528277002747,1,3.733674520747617
-0.04504447845515359,-1.17038359810434,0,0.4595620580947921
-0.6567103997764666,-1.5732129395617072,0,-2.0966251177012025
-1.3555418611641263,-1.1200851325255345,0,-1.7923220377210949
-0.6476527563780456,1.1891297814534663,0,-0.931455366307254
-0.3300068686248863,1.756101589693534,1,2.7045784471889833
-2.3690243115812515,-0.782179453952634,0,-2.694845992093756
-0.19735515533466427,-0.46056602975955757,1,0.6591747274268122
0.9243573680260055,-1.1689809102124997,1,2.300052284099301
0.5672179054338725,-1.8116398471183872,0,-0.34179978865242244
-0.49620587574150743,0.7184116977766297,0,-1.158733973383944
0.04693629841522772,0.22302030296216313,0,-0.16498942862932497
-0.5561645694219997,0.010487982673875443,0,-0.7132197861682588
0.14876073333569612,-1.40005653716338,1,1.1497776044348014
1.5401078237440315,1.6399566818286606,1,6.902479101916111
