treatment,mediator,outcome
0,2.0297910200112566,0.383879083044363
0,-1.3285208849901737,-3.116042711221985
1,2.6007353482234574,3.8580026337912625
1,2.4223455509168175,3.0081129677044665
1,0.870496649233699,1.4016808650222075
0,0.7132546799049231,0.03210191973605636
0,0.24473720709692753,-0.380281446694234
0,-0.042783042297070306,0.208497735405567
0,-0.4861774952870457,0.02554201362668962
0,0.7008747749884339,0.5318859882555497
0,-0.5265053434494137,-0.24889119408091967
0,0.9977448490186233,-0.10179458058412327
1,0.33941137486033457,1.4697502429407872
0,2.089471870126669,2.064793759484454
1,0.06226421379847813,1.5808015405236056
0,2.831054331302753,3.2994767947962584
1,0.8474585145384353,2.3365043856729075
0,0.7779343590952531,-1.3432322640847445
0,0.9870574996370574,0.307323699159338
0,0.18162795414691596,1.7538000574411516
1,2.32442573313656,2.9676006999525875
1,0.5981354155989504,1.8194828222873214
1,-0.02893218141978604,-0.6730929794667042
1,1.2516037797754795,1.568784292827595
1,1.9733376150980524,2.5550951865064713
0,-0.583256740680699,1.3968499039353865
0,0.286364405676165,0.2522255806152433
1,-0.11276951761374998,1.2240898977901356
1,1.4497979304567745,2.474162683716682
0,-0.4307226611027497,-1.6982683640652618
1,1.3841227353410237,3.8070806219586624
1,1.3174466794348372,0.9365236774808967
1,0.2577167653905965,1.5875358302816727
1,1.346911651329341,0.5695071251831592
0,-0.5249545093252788,-1.0623195503496288
1,2.1245372773525113,1.0877704822525227
1,2.136370673805153,2.6168119457060692
0,0.2055457037250684,1.0833205758887876
0,0.09596794551367357,-1.3857712707989442
1,1.9459215039544928,2.6465225707412636
0,0.9466541709168759,1.7278099590033769
0,1.5547539905719345,3.565278838131965
1,0.9535244113559309,2.5897495712581518
0,-1.2578121238941673,-1.6071582996706644
0,0.9616431832175255,0.5487357350589712
0,1.5818332179692431,0.7202299729763755
0,0.07081607817740265,-0.16667591959677575
0,-0.04923783780671952,2.915860767009461
0,1.5999338489589612,2.390438607224744
1,0.12127107230590717,2.2018778980579525
1,0.8989785268651678,2.668544755440835
1,0.5642523136559735,2.118192391625082
0,0.028586774346211166,0.15312685202340195
1,2.2362661093654967,5.145022452595039
0,-1.2440232932122883,-0.9762652378534288
0,1.033044699562163,0.709556054398429
0,-0.8320303789466951,-1.7931798388138507
0,0.4410718202835267,0.5352970335838976
1,-1.0804422973456906,-0.07516911034906881
1,-0.8484511730507374,0.5638990619324014
1,1.0488272153914844,1.4845217882453705
