covariate,treatment,treatment_effect,outcome
1.4466861694873019,1,3.8933723389746038,2.774495324864827
-1.1632398287502903,0,-1.3264796575005806,-2.3512239413483194
1.09223944190075,0,3.1844788838015,-1.2984998504533216
-0.5501448983483982,1,-0.10028979669679638,0.286204978116916
0.16392595343337182,1,1.3278519068667436,1.2099275273178791
0.2259874601043047,0,1.4519749202086094,0.7521329079821167
0.1977074407087954,1,1.3954148814175908,1.8971594981285573
0.6744991984345704,1,2.348998396869141,1.7127180471439372
0.39145949793353263,1,1.7829189958670653,1.2938355020715182
0.7836491298705383,1,2.5672982597410767,2.1819694840878507
0.46461996034513564,1,1.9292399206902713,3.813586004186924
-1.2644552589258438,1,-1.5289105178516875,-0.838088203164318
0.26979907455798763,1,1.5395981491159754,3.4312850482944808
-0.5638699025053332,0,-0.1277398050106664,0.840779372341814
-1.1092624779072835,0,-1.218524955814567,-0.06358339492155138
-0.28983989267729987,0,0.42032021464540026,-1.0193614869856649
0.1832355990350907,1,1.3664711980701814,1.5679908692189253
0.24967502798778463,0,1.4993500559755693,-0.06086917221623043
1.056024745140268,0,3.112049490280536,-0.0936472853382139
1.3073091189715773,1,3.6146182379431546,3.405519161043905
0.3362808307573559,1,1.6725616615147119,-0.37990104606151043
0.5171063770094092,1,2.034212754018818,3.295052570553474
0.09530903317565519,0,1.1906180663513104,-0.050453489217317314
0.7672254636495847,0,2.5344509272991695,-1.4142531160286418
0.4869881388370644,0,1.9739762776741288,0.48176270907364516
-0.05448809385780392,0,0.8910238122843922,-0.8558361686065281
2.1519825670043002,0,5.3039651340086005,0.5621406229707828
-0.5461833634418188,0,-0.09236672688363767,0.8816564605124606
1.4544569567083374,0,3.908913913416675,1.0196364906693178
-1.3542929263269372,1,-1.7085858526538744,-1.8695025793086948
0.8136165364514548,0,2.62723307290291,-0.41377772801851714
1.4365683517268373,0,3.8731367034536746,-0.6255383602646701
-1.9072190710079198,1,-2.8144381420158395,-3.536994230476336
0.13895057305509406,1,1.2779011461101881,1.260671081899271
0.7154140412440437,1,2.4308280824880875,2.2214850200963476
0.2519636041280662,0,1.5039272082561324,-0.825303815822166
0.37815593560696303,1,1.756311871213926,0.6125271174110214
0.13622316237666332,1,1.2724463247533266,1.1636902324947442
-1.094247826361592,1,-1.188495652723184,-1.6226932706670147
2.368045592155442,0,5.736091184310884,-1.1413669732818656
-0.5035378633157992,0,-0.007075726631598389,0.8305710134214074
0.43416123877890517,1,1.8683224775578102,3.640415228383059
-0.6468396770854272,1,-0.29367935417085445,0.6689088598133701
-2.2758631900206985,1,-3.551726380041397,-4.271914391717441
-0.9245128737489688,1,-0.8490257474979377,-0.8992554320878742
-1.447606692275138,1,-1.895213384550276,-0.3547844328628156
1.0915675392244895,1,3.183135078448979,2.009435435671486
-0.606868016044455,1,-0.2137360320889099,0.5688590945963155
-0.514091339179963,0,-0.02818267835992594,-1.4480832081439898
-1.0643307126037365,0,-1.128661425207473,1.6840376274313287
0.09403539871510253,1,1.1880707974302052,0.7577562726792153
-0.7164585163612808,1,-0.43291703272256155,1.7961266918012513
0.9923547312467885,0,2.9847094624935773,1.7280637986418301
0.30203932308916087,1,1.6040786461783219,1.497648136596934
-0.571825785724448,1,-0.14365157144889595,-0.8630569445593066
0.8502330518370192,0,2.7004661036740387,0.19477547189091382
0.007940523023238076,1,1.0158810460464762,0.8357220793999125
0.02149690568995103,1,1.042993811379902,0.6414268477943096
