A,B,C,D
-0.2354029112864171,0.04627983121920254,-0.4983644535122961,0.27801344555271174
0.9365504295877474,0.3498256378001607,-0.8529079523346377,0.5028410983650031
-0.544159518370992,-0.12113172746476178,-0.6647661631753884,0.31307523242886015
0.2561320936591714,-0.35217623129241593,-0.5679651534369565,-0.31795150134947747
0.6286983004727423,0.844649037514027,0.21982062655707263,0.74982131220326
-0.7218114533364813,0.28529159259899667,-0.5233546319574982,-0.07213767599670406
2.7577259242255914,1.758515247781256,1.5870731309036628,0.06967229216364201
0.6809410432337976,0.1544776420700638,0.7065121053210162,0.3578412221128181
-0.2259709545173762,-0.08331207991698347,0.4369645953544334,0.09925680548188084
-0.6972345168506925,0.43580096564203524,0.3837559603834205,0.768142330834789
0.09172302362698188,0.6864446206190796,-0.14671773257012588,0.3992224159356471
-1.2159980106134696,0.38893553994762786,-0.17977479054507026,-0.5682203588901291
1.782295263849943,0.5008882052683845,1.5176267853473628,0.2547175309789194
0.43125377240108054,-0.21947925579302596,-0.7507827370833411,0.31160272889404866
-0.08798606741139482,0.023192110085357175,0.6569960460232899,0.2519326704494279
1.0459778543567126,0.7264368058265064,0.10631641044277668,0.36248979704848594
-0.7215147780859675,-0.4319019715727651,-0.2423325782628549,-1.0909207969002506
-1.1559595864304373,-0.7728220071329215,-0.44952412029778543,-0.9767016817317142
-0.13013307172873764,0.5686310555501959,0.2833690189861924,0.5797980642558015
0.1275436494695905,0.018405779461225312,1.1598618537266565,-0.8215351083604044
0.5305862065927699,-0.34231260566277705,-0.12816513052292616,-0.3645100207760839
-1.4762779164322268,-1.2879835016838759,-1.7778207130650392,-0.7535790115221146
-0.45631683001923196,-0.1046262524428652,-0.0005220162194930489,0.5121928264543115
-3.083464793168555,-0.04040615412843396,-1.02622189196417,0.28300158308821033
-1.1823491709060916,-1.079146457325635,-0.5089627300924953,-0.1660822579833991
0.7152615337004048,0.2001937325136725,0.7357035740524568,0.27104290152450816
0.9610258085747349,1.6829152919203874,0.944629023488344,0.5870436840464861
-1.14200453531302,-0.8131426325757446,-0.4497031983030548,-0.7947158134997201
-0.32460454907437575,0.06542814609851472,0.0009088598356083444,-0.4270729319615306
0.025606155127994117,0.9507584388596125,1.2839289441195991,0.8658454842788701
1.0781101388421104,0.06331572896914406,0.1634784568064581,-0.3089716720797924
1.5290948665169897,0.6099173222477144,0.35916028984925125,0.16895023683438706
0.15308225522302268,-0.16564183920575892,0.42003339244021726,-0.0881394844300312
-0.2606166555822323,-0.8892560092747119,-0.8984773080559127,0.2871026177258127
-1.4436936087006345,0.06283616849399598,-0.211894712421319,0.3662686550680129
0.10806923456106025,-0.23866755195440267,-0.14784082724802006,-0.5296272434731961
2.0749225014902657,0.5993384128341868,0.8115517733097879,0.43552687631695863
1.290192549937319,0.42287933093344865,1.7748618093596598,1.0793834788079881
0.17485829625890462,0.5518448507065051,0.8902388016213905,0.6386965746383737
0.30337780870011,0.20813567285399542,0.6850573784113471,-0.6742447760371331
-0.6885163614520566,-0.7400913334412103,-0.23730612157361453,-0.9016745143836083
-0.3571356287765227,0.026007108069264928,-0.44249490612533854,-0.48036348641000115
0.1475991755843489,0.4800969366664607,0.36705937071074934,1.0084230746798606
0.15063434031844264,0.06343487620784284,0.36222640299300496,0.6662015436565335
1.01074993290306,0.3879945020187002,0.5579154957480825,-0.07972178768158736
0.9620829327412961,0.9889794355617582,0.7315918177190727,0.2700975514333902
0.5205667802110826,0.17069076684882056,0.02572169140815045,0.12476035144043414
-0.9991461781992887,0.3045226640453672,-0.041205463000998366,0.22004812147395034
-0.9614153211818028,-0.8595250966360574,-0.8950203107357271,-0.9968780226431331
-0.8878914702845856,-0.8344024680226888,-0.24841683851082103,-0.6252068182628848
0.23552028920666174,-0.3341382454388421,-1.0708848119923566,-0.9272845821899098
-2.0263210547561417,-1.1325837557230622,-0.38155803549109624,-0.04338990097831941
-0.006275072464621584,-0.0018855055491515118,-0.6584696748929919,-0.8812965597453308
1.4086427164541364,0.04150340344066117,-0.09443333572227319,-0.8608176688819772
0.6668260346806401,0.3817916512974128,0.5571915637339968,0.4465947180344128
-0.3507276109457836,0.10731328817008609,0.20767794716163054,-0.5540501460149755
-0.6982554137497803,-1.0818734842714048,0.39691297036868833,-0.8996065696301129
0.8057152847766823,0.14227192919789833,0.446765621766727,0.11694958807004707
0.3060553660522731,0.43677054731062664,0.24629744574351564,0.5997127433197944
-0.24643245258274063,-0.6679258592293306,-0.2454503901951424,-0.5112965745120355
-0.5890308789061413,-0.45250470040980206,0.43753273680812577,0.6180830783940158
0.07638298968727418,0.5822832793105357,1.4680282039625863,0.3491504732563667
-0.30303676398698853,0.7460729995695148,0.11511802117721666,1.04304115387108
0.7843795699167149,0.612147390582921,0.7515590352942391,0.5065663245329994
1.2411690959787167,0.5359579050755515,0.5495392985760723,1.3871796220489965
-1.3672498278427163,-0.9343239242392218,-0.8310376886754364,-0.03141260258143885
-1.2258195725288394,-0.15753273687864594,0.5087663454222735,-0.07278475439088095
1.3480561876487314,1.2407312933822006,0.4378435117157548,1.0588541344830609
0.16581894266395525,-0.49530842722684626,-1.315518292533216,-0.42759298410157365
-1.1316506367888413,-0.1106119104224545,-0.22501777568235753,-0.2018170654310315
0.9832516066606423,0.18810265246721058,0.9707198073661139,-0.5388438225374662
0.3416850998888328,-0.25893533703170507,0.10887970827948323,-0.5594920034525872
2.203245761924893,1.0248007791872324,1.3219958158563667,1.6453661600902003
-0.2353016772655414,0.37815578264841154,0.45686850044314886,-0.3751222160502429
1.1087039970687127,0.7090546609541926,0.6716886002070936,0.09768644018069622
-1.44883443913276,-0.5832513871709717,-0.38979707488405396,-0.3968101707821344
1.3960275501635722,0.8742346020816266,1.0383080552085522,0.4943361138726908
