feature,treatment,outcome
-1.5262642896784135,1,-0.032435181511470734
1.438439036386863,1,2.953199764621385
0.9311467005755696,1,3.239917135928869
0.6557996671877393,1,2.392551880135133
-0.4360528058720126,0,-0.7437341652550626
-1.333080010987834,0,-1.4233851805049809
-0.2823016134961476,0,-0.3642170286657437
-0.09335437128604555,1,2.357029616810798
-1.131551666747279,1,0.6156994841226158
-1.46965631304862,0,-1.069036295036462
-1.7303126064039325,0,-1.5104600393767307
0.6573931875438442,0,-0.17960480613718144
-1.2053583152030143,0,-1.0581044837113607
0.3094103207159382,1,0.9755311035773868
-0.3977998534072483,0,-0.8454114842332416
0.5896379087761363,1,2.8211763320572607
0.335824511969017,0,0.33050296183932953
-0.23193741789128622,0,-1.115883470872057
0.1304534252092167,0,-0.4291274582775572
-0.11033610837671234,1,0.5852073349971774
-0.6153471506330717,0,-1.2866287791552136
0.980082785457863,1,3.269614460117138
-0.42307375324199836,0,-0.7017902225295716
-0.08685014625147987,0,-0.0018773753882008887
-1.4151250996575062,1,0.5916970911122424
0.2740446038448129,1,2.290336139094607
-0.6105815971454611,0,-0.0990153855889353
-0.47684865915790237,0,-0.5783039802434145
-0.8395608608844418,0,-0.3842266743544887
-0.12399644788834857,0,-1.3626681443570998
-2.0064726150369934,1,0.54924036338503
0.6823570129132595,0,0.037317966858370744
-0.03866477467922823,1,1.424865363781611
-0.46728560120220713,0,-0.8195943459478352
-1.5482306657909177,0,-1.0063030553751995
0.4330666864799703,0,-0.011583238092358561
-0.6343275602950759,1,1.037728050086747
1.3060868702483144,1,2.825243011235425
0.48631896232978217,0,0.614016362759501
1.5346556886871234,0,1.9064598561309574
0.13697004078857183,1,2.9891322986688875
1.0778227611621554,1,4.277731511055541
0.46277104529821705,1,2.787861421892202
-0.4509814122037964,1,1.7318456812308876
0.18721001848413446,1,1.5785401524300287
-0.8339862664589361,0,0.12066531040655204
2.0687794329743716,1,4.176480987641345
-0.1008651097054136,0,-0.2453975306592319
0.02621029151865089,0,0.2199761760454277
0.38998586163351856,1,2.071810497936078
-1.0869453243167277,1,-0.25578110646240493
1.3213711056665753,1,3.6072725661333758
-1.025329550768051,1,1.6459073751989006
-1.251470562361394,0,-0.9730092447609207
-0.16652401270302583,0,-0.17006357770385283
-1.2792974977895843,1,0.7273383784060958
1.5619405361913763,1,3.64808041004952
-0.23070326968305513,0,-0.15987615913876305
-3.22116749784043,0,-3.2515181565807074
0.19994851812504208,1,2.2126199578594674
0.5535059868540404,1,3.3310123570742727
-0.42143224839021776,0,-0.18529564121695127
-1.3558930257612087,0,-1.3033195337489267
-0.10330701666649811,1,2.2263064314814605
-0.4817054672268445,1,1.847944026164777
-0.9755719198590362,0,-0.5025729384741068
-1.0638250700947505,0,-1.4422807760111807
0.15623574893738468,1,1.9159717958634899
0.9030218003896557,0,0.4962430732925298
0.4615438379970972,0,0.8449052997439429
-1.72799785858838,0,-1.3690623713848673
0.6154780045559826,1,1.978856568294797
0.772474012027049,1,2.9678929184372103
1.3936967508477665,0,2.079813684781703
-0.9498877560918947,0,-1.067554075454138
-0.05660263936462753,1,2.100383997598525
0.567524250303832,1,2.9327671017160446
-0.5275536981396111,0,-1.187832817838971
0.5519098503466282,0,0.6279039298421792
-0.0240263262179077,1,2.6120317686528276
-0.8464548166555463,0,-1.1430592250376204
-0.7612422386905463,0,-0.345009167561132
1.2492893562748564,0,1.2628701598444159
-0.9964186623966719,0,-1.333670983463509
-1.1680002841696138,0,-1.2162545595768215
0.34437886473180945,1,2.0813149026886935
-0.030572784342494407,0,-0.4747298052239273
-1.3116213774267385,0,-1.4387937636532926
-0.5194201740895246,1,1.5147929821035366
-0.8167814782605534,0,-0.8998086695349876
-0.6416675462469028,0,-0.774354336811323
2.5249703968066464,1,4.637968338289445
-0.3025799046740288,1,1.9631230828164954
-0.8812509441721483,1,0.5467014394079818
2.0217874907996496,1,3.895589556109346
0.8882547981923957,0,-0.09851565680452878
0.7248255605854094,0,0.6437338810683078
-0.8330942943013667,1,1.2421702287344438
1.191483357686506,1,3.4763733637692247
0.8162745882328386,1,2.8933269914809907
0.1470895818380148,0,0.42117740386513886
-1.716303122872247,1,0.3163093679623918
-0.019920002477827964,1,1.6423208084309349
1.7299307141653786,1,3.1719631299705293
0.22038281974204063,1,2.0888814660977757
-0.376466527081863,1,1.2403953712146585
-0.22845734308866938,0,-0.2883169004041543
-0.15925230681381658,0,-0.40519080855753126
-0.7996142137769388,1,1.409926292505085
-0.04124482936281515,0,-0.01676731713419801
1.4427345295455496,1,3.6664816976741736
1.329454878910979,1,3.550647240548259
