confounder,treatment,outcome
-1.8207602778020162,0,-3.1683751023362454
-0.7057734830953651,0,-2.1144584042302976
-1.3919583809517313,0,-3.0217237993294024
1.7041020780591178,1,5.374635443530553
-0.11510969392323915,1,1.7904701085761905
-0.3459193290471707,1,-0.2713715102603804
0.8891538247878058,1,4.275367006029253
-1.1217511028558877,0,-1.1161521163562902
-0.7668640380045524,0,-2.663577933227665
0.06807226924862103,1,0.812307668856088
1.0287689914234803,1,4.748628665993152
0.5016850451687882,0,0.8565165690822756
0.2483251425158822,1,-0.22312766242008641
0.07811773523601635,1,0.2565539657393465
0.40023585552677515,0,0.5511020858810691
0.20165290512925463,1,0.7402631599739073
-1.0299722747769358,0,-2.4733683201903127
0.04607922163315134,0,0.12455465694988141
-1.0736886589177526,0,-0.6851227138007763
0.08108254290082371,0,-0.12828883042614161
-0.4806479414882414,0,0.11124591659627603
2.5393816227828614,1,8.007523407602493
-0.03989438375171192,1,2.854520901848652
-1.4042395662615887,0,-2.5237245391376093
-0.13418021067692457,0,-2.2316495691928235
0.5193587456378881,1,2.9995423566796413
1.6733639461525236,1,5.895127780118588
-0.5894523999387185,0,-1.259971905312854
-1.58242797402364,0,-1.420272077972031
0.8168370114309812,1,3.99350758432942
-1.3805987058996512,0,-2.192924034646518
-0.43615544150748503,0,0.21406982819086784
-0.25762048551099404,1,1.31812888023889
-0.06963345330010817,0,-2.63207740599557
0.6891644570743356,0,0.8791899626783055
-0.6836342822863877,0,-0.1701005373249218
-0.2737292521667607,1,0.14495015556818258
-0.014270352949388505,1,1.247986788864284
0.14959795751878804,1,0.7543596011345046
0.09782717470792267,1,3.479576944617615
0.4360057752225798,0,2.553504007863175
0.8438395096417373,1,2.3038101241427453
0.39263411565096784,1,2.4325662316910197
0.4535855235092182,0,0.22667699925438856
-1.5822231667464777,0,-2.5495016944615774
0.05022769916568044,1,2.11013847557369
0.4795075480016086,1,3.270720667616483
0.7289411945704503,0,1.7898008368487879
-0.6923507742337942,0,1.5507046579208796
-0.659039274888645,1,-0.8460023147880289
-0.5741006752835983,0,-2.8588047050037106
0.5364138998913434,1,2.179737599081225
1.0338810549242086,1,1.9997738442881499
-0.4074601072916016,0,-2.307382484589196
0.9079623136270489,1,2.3146099730561307
0.12347980916459421,1,0.824770712897561
-0.12428577716243629,0,-1.2031896562749327
-0.21138422981796898,1,1.5954504908094735
0.7466113646021572,0,0.9870336681189782
0.3255778167870701,0,0.47164105870166007
2.2758254276476375,1,6.94588362979621
-0.8522246429973241,0,-2.4707718107760748
0.5181017020299757,1,2.271657505355229
-0.5292010098115129,0,-0.6926420335301102
-0.8692869869886438,0,-3.6801417745975087
-0.010867137034972144,1,-0.9066397830205266
0.13735247940703602,1,2.120822287611795
2.9181735550600925,1,7.828361390687084
-0.184145815683202,0,1.6959285034860068
-1.1301787294846832,0,-2.1022625831025565
0.2730107174943857,0,1.3657611522468662
-2.0746400375463683,0,-4.34475271867871
-0.09195678260426586,0,0.11331365637655463
0.016025282295160426,0,1.6993074063398548
0.7946003829452114,1,0.9652079477647875
0.9736222494278469,1,3.8608607564273747
-0.5035696189077177,0,1.1284474922619308
-0.1506140146299331,1,1.4808061899494764
-0.7661208306106709,0,0.11833130201150599
-1.128062554807694,0,-2.8853372591448303
0.30989477938063453,1,2.0877420645975557
-1.2735855485965992,0,-2.513646394804611
-0.41462690057186324,0,-3.0468448805024972
-0.9951739598992377,0,-3.1585257476486754
0.5496831862902597,1,1.502491293196533
1.801430099266488,1,5.924926276565504
-1.301587982803331,0,-1.731022859922607
-1.8530184828975687,0,-3.382000523088604
-0.1248868853500674,0,0.574329126155571
0.01569779595775838,1,1.3672461791937427
0.21865930675729758,0,1.6392502830541384
-0.44632051523434463,1,0.6161474121633825
-0.200639298825432,1,1.1565854497758925
0.36751041054060246,1,1.9694281878187934
1.040430892644839,1,4.2653122629261055
-1.9550487703182828,0,-4.331296357249479
-0.3689394390314622,0,0.23855249913514376
0.2138087939410634,1,0.79546844716612
-0.917976104610736,0,-2.934868463949666
1.7311696317672995,1,5.6497660186611025
-0.635409880228737,0,-1.3593639750404867
-0.041292687007282836,1,0.963523209832306
0.5560220968422908,1,3.502101926160041
-0.5912847888018945,0,-1.7898309916898736
-1.8465730478044171,0,-3.893347349909204
-0.4286545269165333,0,0.5419188962380928
1.0294405559270405,1,5.098023457664731
-0.33689512678513855,0,0.89860795670005
-0.8464343014589786,0,-1.9749943798518683
0.9256722095027217,1,4.582047323989913
-0.3307748960230527,0,-1.6105026198147834
-0.5101608136502173,0,-1.9272245020224954
0.14945608966330953,0,-2.051543673297742
0.7707502096187874,1,4.714368621136105
2.381713531732546,1,5.3994472143890135
0.8272361076574231,1,3.0279396355677863
1.1598399663883443,1,2.9093555908484046
-0.5059661989878553,0,-0.3167671496455702
-1.0258681059694763,0,-2.4273698726562927
