X,M,Y
0.39633816166012553,0.2089266483704114,0.547102418013933
0.13840572480730834,-0.5376679788694699,-0.6753526217589958
-0.1687660846202088,-0.024632901113067665,-1.0773771482147239
1.5177727839378523,1.0031419803182937,2.0020933816402993
1.1084959171771165,0.7159617725773867,0.5267132465841846
-0.3271153430915307,0.0037561727836863124,-0.32972022674903545
0.8041346419162541,0.8297786146844677,0.9100555277307889
1.5646802578384538,0.3897965002242125,0.9122035192629112
1.101345039542963,0.5524589805116017,1.3634845314959758
-0.13621858546750398,0.1761526495016194,0.0893467143759324
-1.5903009014295166,-1.0883779512952114,-1.570499766737641
0.32464790491986023,0.6745005214828387,1.1786875574267217
0.66861033539399,0.4462554495826766,0.9247746797671298
-0.7696169002835214,-1.4392314607318883,-1.8270171516892466
0.02254526705804132,0.4332416198336717,-0.2179662860492626
-0.08288780876602415,-0.10828429868727957,-0.5316324500561931
1.387710635805243,-0.0522290350794975,0.4886911511643918
1.8538161755900895,0.9861447752106548,0.9074154028193487
1.1752144703007017,0.07094649287311439,0.5722195060000063
-0.08555568317611022,0.3252322328914104,0.1613643581475135
1.1477162469478168,0.6707092580956074,-0.2756056108996684
0.6487882058302696,-0.07259975890272113,-0.5016521179237166
-0.07489957638174051,0.36048428265238563,-1.1844475262728644
2.0923902890032995,1.484697006400104,1.8527621901992481
-0.7380184398825007,-0.5606934324421795,-0.20675529923374358
0.6039089756095426,-0.26045333440245483,-0.912128054992149
0.8395606455539233,0.0824994905640572,-0.25931955922386707
-0.2874988395237334,-0.6012282585672595,-0.6778510762998917
0.5591381878793416,0.7087315143597992,0.2587639722128623
0.945497250221145,-0.2731502926894266,-0.37465771759647926
0.24463442052791423,0.12316324403520698,0.467181416525911
0.47249556334278153,0.15835514261962552,0.06823461714635279
0.10543112294902095,0.5810281826571209,-0.23636744839368562
0.7975201115267101,0.5948803457536861,-0.24894562381491747
-0.22897866919380577,0.13021794105555087,1.116786770198784
-0.3117977833928547,-0.44975867190072216,0.07962847640361592
0.020560153849150973,-0.6031630014431402,-0.7001230126458601
1.18366887419831,0.5474633365807398,0.9553672247758845
-1.7473631486709842,-0.6598366962393742,-1.471080147508387
-0.9093693167108169,-0.15817627445060595,-0.23506038084918623
2.2757700482854415,1.1501682434134166,1.4033354301859697
0.2751884167742996,-0.2652588522596992,-0.3737183233364512
-0.4070360469627019,-0.7725611906312144,-0.553162951192804
0.7948518354882873,0.4085977999296918,1.3717485263622722
-0.7850270002020256,-0.40274061426154906,-0.2654957441589971
-2.1027889121949874,-0.5250775908291131,-0.6442206987458217
0.3547999477473889,0.27454534745787057,0.20534758830966252
-0.7307838340448287,-0.1315873035233281,-0.7090885801250657
0.10138977812989972,-0.32940012707416955,-1.1921547599483377
0.32940078983846927,0.2184909763676436,0.34265227570014456
0.1421161695657772,0.15530892950789896,0.37061712711085026
-1.7089954121119826,-1.0956625111893785,-1.7101308716598989
0.02628084258740832,0.004859107117481927,-0.37395104032091847
0.44460194136440706,0.3298703986286972,1.0634388153702865
-1.400059263224245,-0.5995171513873891,-0.7237352878012825
-1.5191735588465338,-0.3269451136010395,-0.2128127891599395
-1.0690245858543965,-1.774188647332493,-2.3237502997158552
0.7467647387602364,1.0049276003254857,0.7485309124904715
-1.9983157464875707,-2.054393506051531,-1.8412524818104552
0.8297738511443541,0.6522457212049886,0.8300325775438371
0.39205574829023,1.4130479335183745,1.0027085902915143
-0.2575019505319146,-0.17577131453203965,-0.49337534371981734
-1.4806296624004127,-0.7983682277329267,-1.2364867102136585
-0.7964675448912183,-0.6330103838949648,-0.3235194171547542
0.7819040520106344,0.8027736048388491,0.8747240786295387
1.2567252018433608,0.9351393974258873,1.6460680137669432
-1.0313628176412637,-0.9568413129742938,-0.9443292890129165
1.1418635102837786,0.6279415785778566,0.5199291468853101
0.6858752327081286,-0.14769311226372928,-0.2833690807212936
-0.006837197764784593,-0.06357302927502821,-0.2787265984916755
-0.7378551296404019,-0.6523991712426096,-1.4854802161813827
-0.5813900212799901,-0.2805635369726357,-0.7140762659898011
1.8229226161542995,0.7387966211216102,2.0769230517247004
0.1784418142130577,-0.00015075651526522127,0.055560952559325805
1.3298683420109085,0.802307392800617,0.7905669180011305
0.24155798328814093,0.18414363895121255,1.201810430386465
-0.45269792559143307,-0.1344768975019387,-0.7539693481012262
0.5840901804351359,0.26337027562058835,-0.036609190732168895
2.1578350720798922,0.9013542137820871,2.1989602407609765
-0.6441166604860968,-0.3454333599668691,-0.2033343223677742
0.9138689034473524,0.45889242927053003,0.6676320785321719
0.19050898228762644,0.6266282104261808,0.9934606112505762
-1.4495180163723127,-0.29434005936820784,-0.664979253428908
-1.4718738428399167,-1.5691645234224607,-2.437177363743348
-0.4519837469385462,0.03738702604574784,-1.3496762314459732
0.347488584140919,0.6173652310295056,0.349215042626327
0.878372969688513,-0.1458918661189621,0.7770981129293753
-1.5709130539812346,-0.6528114229323838,-1.3648494041117085
0.652697520157137,0.8395959709774325,1.1628043840194229
-0.11838025553020513,-0.5458514722574183,-0.3917905557954831
0.0033137815325484927,-0.11618254264099018,-0.9383706688069724
0.5886118460328459,0.4463270755298184,0.38930855198383485
1.7461053201173238,1.3328922221200332,1.9441955709662453
0.30364180040609795,-0.31203462498014306,-0.5217441075738587
-1.3567369827090405,-0.23553884071761821,-0.9123949441716868
-0.1870925129292241,-1.126929572790336,-0.7805071173554028
0.8521340231464815,1.1731531883506388,1.3156911595105933
0.8850433969165468,0.8061597720448871,1.522400046864886
0.6658243740903074,0.08860886888278235,0.5290523013240884
-0.5100311553390688,0.12618422815009883,-0.580990078816557
-1.3678252976172942,-1.3445947003714416,-1.861579236308839
0.5895077558239288,0.41117268069129487,0.5748893889957459
-1.2142368595979316,-0.6092896788544614,-0.3039189486657211
0.6930110164251835,0.5338740168346173,0.46754080489661426
0.6932893586946344,-0.0038851633408926722,-0.5920767883938745
-0.4676929367310304,-0.5286543482174069,-0.3897172015207436
-0.11246328998415221,-0.004105540915083694,-0.4260688728977273
0.19867786711955315,-0.2441651512115574,-0.758511633908909
-0.6148146733211093,-0.23316240685436143,-0.4230542883990136
-1.3816800341100532,-1.1360710045793212,-0.9750949964033268
-0.039219277046904685,0.47646844681047895,0.07854677679911198
0.06503261047984585,0.8203620415733752,0.9305896210419534
1.3610473636530522,0.6678963308632018,1.4196928416729986
-0.7819920716278592,-0.009065862491662968,0.07584872818884031
1.0684961737811112,0.5349454334803668,0.48921866148743715
-1.147069478926436,-1.1564572857265336,-1.944534649118494
-1.3446021996987705,-1.0196201900968433,-1.8459135844362806
-0.30086244470927503,-0.1377325964474585,0.16495628101955806
-0.9409090106097221,-1.4580242385793691,-1.2090864177719785
-1.3586158073784438,-0.5023411037043181,-1.4238945062649995
1.9443303158147736,1.209608613957046,2.811741030663365
-0.4516476363559422,0.2292833969210118,-0.5354143202991501
2.311303586756249,1.6908509289394287,2.7769342202044056
-0.9947337988985762,-0.5368661207572014,-0.06755369656258592
-1.7085465666329984,-1.2030454076545305,-1.5909761497801416
1.2912897189283241,1.536204692208488,1.360617719547705
-0.726656632260249,0.6489423640618672,-0.1454477753787789
0.1388657981988194,-0.08625522361061407,-0.14450295979040045
-1.3556334850128828,-0.29223335415645413,-0.23560468829629977
-0.0381131419300436,-0.37624271464067743,-0.9161773348344833
-1.3716260698570923,-1.1168186187587856,-2.3614883391562533
-0.07390739771096427,-0.23746691437582798,-0.03850899530039634
-0.4739325394884803,0.057981820110086624,0.14761881592221732
0.2302677303861037,-0.39929600893786676,0.7566550084037822
0.6256913711088117,1.1503969361674042,0.4794346097440829
0.24107999919922046,0.613584128206047,0.5198959962634067
0.451046542162149,0.60138552801173,1.2424457553344825
-0.10903267539952402,-0.2123269382410589,-0.1530435369512909
-0.4353187015656371,0.15355257398898847,-0.1490050159658261
0.47011868278956803,-1.1766102209777916,-0.35828795520163537
-0.11144781587818403,0.1535819922193391,-0.22140801467910134
-0.07330978211414363,0.03607516456288663,0.4252416397817261
0.3977449654468618,-0.7044608033408303,-1.0312522525890573
-1.0332155980225177,-0.41680286744742623,-1.5064443848083964
1.4296110940944324,1.1532125193946958,1.3576204436973645
-0.2493565805562629,-1.0764803207508469,-2.242571782271466
0.12418161597007096,-0.5188767392439978,-0.32307892665071825
-0.044519447930577986,1.0054829071671287,-0.07970212479088379
0.6527431539021199,0.29846911929003883,0.6410828172760674
0.3391816709708393,0.6913220323316972,0.7814600133121662
-0.049923946869495056,0.5334465940231405,0.3728065033883058
1.448754116136872,1.0662208766797572,1.6506826815676006
-3.2033456092046855,-1.4133866899281717,-2.3099488613173684
1.242674380466947,-0.31083955080219094,0.10189780987939023
0.9202154051909598,0.4368645372742471,1.6330812821343477
-1.8358166328024468,-2.6417893432684316,-2.651102780959503
0.9292832177172525,-0.31547690165327247,0.5052858094197219
1.0584674455595386,0.36207321884324956,1.2495854252847114
0.5617634898810563,0.0043658744305432595,0.562272785017902
-1.559087443681418,-0.9147473216376109,-0.32401637532025296
0.6826527175642257,0.3992663747370407,0.675477629225921
1.0071968560019284,0.6711893285917729,0.9363495323561591
-0.5722064947808722,-0.25596907255318374,-0.7584438998582036
0.44113385598605653,0.43114167589311936,0.3932299148289273
-0.35320789551945164,-0.6914470760176519,-1.0600531035474834
0.8853769905168424,0.16883003462820467,0.8278207804100705
-0.31350668522774333,-0.20654304078402122,-0.7467952303776335
-0.5801174628460125,-0.3587419530440687,-0.48214446262459615
-0.03929654266971919,-0.5645416082499808,-0.1875784365166847
-1.3416521204833574,-0.2642115817834888,-0.6728681703225234
-0.13858198323236143,0.279251148835996,-0.27998931200911126
0.3620927373582383,-0.21260270026662126,0.3242273917329906
0.869959269366351,0.4177925551614678,0.639547897607741
0.24895673863819942,1.1541438685814773,-0.41345831790276333
-1.4326016370863977,-0.7792724633346978,-1.6881344707940107
1.3522711382297627,1.0092056605378905,2.0488391019235843
1.436158506374239,0.5572273282589786,1.7624061859142206
0.11256725527078222,-0.08901570110170141,0.23686994625955082
-0.7519416211486548,0.3044980202025084,0.33485625618171
-0.5316179364615454,-0.2623235482306591,-0.8116530037980778
-0.20352239771808517,-0.15757754806729185,-0.337543206910597
0.27866845619765995,0.17102161668682883,0.8659679760583457
-0.3044852815097398,1.0900002253017482,0.9631636889185398
-0.8583875339011758,-0.49512876876676315,-0.7069838366303551
1.0230098842164372,0.19876758092306168,0.47481374697851475
0.2572858880741008,-0.17330391796315864,0.5515072214764671
-1.0523720224359485,-0.24104521226751707,-0.05276890201331996
0.29131045628579044,-0.5394542895519141,0.009796626257165653
0.16187082877908163,0.3224139879995638,0.3558170549525643
-0.7180529119443909,-0.7927405109913559,-1.099791816454235
1.1950497596109866,-0.2123549224594119,0.6546428257192216
0.1348892064273157,-0.409102584600408,-0.8242813075966403
-0.21662164208216775,-0.11620608040997085,-0.6268984449541148
-0.08348174807542144,0.6474946479011554,-0.24094266130171388
0.44391679585482646,0.7230147834862147,1.3735934341274652
-0.07218341453010418,-0.19015516180343908,-0.5413308073194654
-0.08054367303887512,0.4377673310857213,0.5200002890288397
1.0659650683253792,0.46118912637570014,0.7325585680759481
-1.4184043274872655,-1.584298388865304,-0.38603094702618224
-1.2515531395949613,-0.7403880659406384,-0.871978981572577
